POS,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,W,L,SV,G.1,GS,IP,K/9,BB/9,HR/9,BABIP.1,LOB%,GB%,ERA,FIP,WAR.1,Draft_POS
Batter,Nathan Lukes,TOR,61.0,253,5.0,30.0,26.0,3.0,8.30%,15.80%,0.134,0.309,0.273,0.336,0.406,0.324,108.0,-0.3,2.2,-2.7,0.8,,,,,,,,,,,,,,,,Util
Batter,Joey Bart,PIT,62.0,242,6.0,26.0,25.0,2.0,9.60%,27.70%,0.135,0.316,0.239,0.323,0.374,0.309,95.0,-0.6,-2.0,3.2,0.8,,,,,,,,,,,,,,,,Util
Batter,Kyle Higashioka,TEX,48.0,188,8.0,21.0,23.0,2.0,5.90%,24.50%,0.18,0.264,0.228,0.277,0.408,0.295,89.0,-0.6,-3.0,2.0,0.8,,,,,,,,,,,,,,,,Util
Batter,Alek Thomas,ARI,86.0,334,8.0,36.0,38.0,6.0,5.60%,23.50%,0.145,0.301,0.246,0.293,0.392,0.298,88.0,1.0,-3.6,0.6,0.8,,,,,,,,,,,,,,,,Util
Batter,Trevor Larnach,MIN,90.0,382,13.0,44.0,44.0,4.0,10.20%,23.90%,0.168,0.3,0.248,0.329,0.416,0.325,107.0,-0.7,2.7,-7.7,0.8,,,,,,,,,,,,,,,,Util
Batter,Logan O'Hoppe,LAA,96.0,381,16.0,42.0,47.0,2.0,6.90%,28.20%,0.179,0.281,0.23,0.289,0.409,0.302,92.0,-1.3,-5.1,5.4,0.8,,,,,,,,,,,,,,,,Util
Batter,Brooks Baldwin,CHW,67.0,264,9.0,29.0,31.0,5.0,6.80%,23.00%,0.164,0.299,0.252,0.307,0.416,0.313,100.0,0.2,0.2,-1.4,0.8,,,,,,,,,,,,,,,,Util
Batter,J.C. Escarra,NYY,36.0,143,3.0,15.0,15.0,1.0,9.20%,19.30%,0.136,0.273,0.236,0.313,0.372,0.302,94.0,-0.2,-1.2,1.2,0.8,,,,,,,,,,,,,,,,Util
Batter,Ramón Urías,STL,67.0,269,7.0,29.0,29.0,2.0,7.00%,21.60%,0.14,0.301,0.252,0.311,0.393,0.308,99.0,-0.5,-1.0,-0.2,0.8,,,,,,,,,,,,,,,,Util
Batter,Jordan Walker,STL,109.0,442,13.0,47.0,49.0,8.0,7.70%,26.00%,0.156,0.309,0.245,0.309,0.401,0.31,100.0,0.0,-0.1,-6.9,0.8,,,,,,,,,,,,,,,,Util
Batter,Max Muncy,ATH,75.0,300,9.0,32.0,34.0,3.0,6.20%,26.70%,0.153,0.304,0.239,0.296,0.392,0.3,88.0,-0.2,-4.3,1.6,0.8,,,,,,,,,,,,,,,,Util
Batter,Lourdes Gurriel Jr.,ARI,91.0,386,12.0,45.0,50.0,6.0,5.80%,16.40%,0.166,0.293,0.268,0.316,0.434,0.324,107.0,-0.4,2.6,-7.9,0.8,,,,,,,,,,,,,,,,Util
Batter,JJ Bleday,CIN,62.0,263,11.0,32.0,33.0,2.0,11.40%,22.40%,0.198,0.264,0.232,0.322,0.43,0.326,104.0,-0.5,0.9,-2.1,0.8,,,,,,,,,,,,,,,,Util
Batter,Amed Rosario,NYY,54.0,228,4.0,24.0,24.0,4.0,4.30%,18.50%,0.12,0.314,0.268,0.305,0.388,0.302,93.0,0.7,-1.1,0.8,0.8,,,,,,,,,,,,,,,,Util
Batter,Christopher Morel,MIA,78.0,319,13.0,36.0,40.0,6.0,9.60%,29.10%,0.193,0.286,0.227,0.308,0.42,0.316,100.0,0.3,0.5,-3.7,0.8,,,,,,,,,,,,,,,,Util
Batter,Dalton Rushing,LAD,43.0,172,6.0,21.0,20.0,1.0,10.20%,28.00%,0.168,0.285,0.225,0.314,0.393,0.311,99.0,-0.2,-0.5,3.2,0.8,,,,,,,,,,,,,,,,Util
Batter,Hunter Feduccia,TBR,55.0,218,4.0,21.0,19.0,1.0,11.50%,27.10%,0.115,0.285,0.213,0.307,0.328,0.285,80.0,-0.4,-5.5,4.3,0.7,,,,,,,,,,,,,,,,Util
Batter,Josh Lowe,LAA,104.0,424,13.0,47.0,48.0,17.0,8.00%,26.90%,0.164,0.311,0.244,0.307,0.408,0.31,97.0,1.1,-0.5,-7.1,0.7,,,,,,,,,,,,,,,,Util
Batter,Noelvi Marte,CIN,95.0,376,13.0,44.0,46.0,10.0,6.50%,22.00%,0.17,0.297,0.254,0.308,0.424,0.316,97.0,0.3,-0.9,-4.7,0.7,,,,,,,,,,,,,,,,Util
Batter,Luis Campusano,SDP,53.0,208,7.0,24.0,24.0,1.0,9.40%,20.10%,0.16,0.281,0.246,0.322,0.406,0.318,107.0,-0.2,1.6,1.5,0.7,,,,,,,,,,,,,,,,Util
Batter,Lane Thomas,KCR,95.0,414,13.0,50.0,46.0,15.0,8.10%,25.50%,0.163,0.294,0.237,0.307,0.4,0.308,94.0,0.4,-2.5,-4.9,0.7,,,,,,,,,,,,,,,,Util
Batter,Romy Gonzalez,BOS,46.0,194,6.0,23.0,24.0,5.0,5.50%,24.60%,0.168,0.336,0.271,0.316,0.439,0.325,104.0,-0.1,0.8,-0.7,0.7,,,,,,,,,,,,,,,,Util
Batter,Edouard Julien,COL,74.0,288,8.0,34.0,29.0,4.0,13.00%,28.70%,0.149,0.328,0.241,0.345,0.39,0.325,95.0,-0.4,-2.2,-0.7,0.7,,,,,,,,,,,,,,,,Util
Batter,Spencer Steer,CIN,92.0,388,13.0,45.0,46.0,7.0,10.00%,21.30%,0.174,0.274,0.237,0.321,0.411,0.32,100.0,-0.3,-0.2,-6.0,0.7,,,,,,,,,,,,,,,,Util
Batter,Colt Emerson,SEA,53.0,214,4.0,22.0,20.0,3.0,9.20%,22.10%,0.117,0.289,0.234,0.313,0.351,0.294,94.0,-0.2,-1.8,1.0,0.7,,,,,,,,,,,,,,,,Util
Batter,Graham Pauley,MIA,66.0,259,8.0,29.0,28.0,3.0,8.80%,19.90%,0.157,0.273,0.238,0.311,0.395,0.309,96.0,-0.3,-1.6,-0.5,0.7,,,,,,,,,,,,,,,,Util
Batter,Thomas Saggese,STL,59.0,242,5.0,24.0,25.0,3.0,6.10%,24.50%,0.129,0.315,0.25,0.302,0.379,0.298,92.0,-0.1,-2.5,1.0,0.7,,,,,,,,,,,,,,,,Util
Batter,Zach McKinstry,DET,79.0,320,6.0,34.0,31.0,10.0,8.80%,21.70%,0.138,0.286,0.234,0.308,0.372,0.299,90.0,0.9,-2.8,-1.7,0.7,,,,,,,,,,,,,,,,Util
Batter,Sung-Mun Song,SDP,66.0,269,6.0,28.0,27.0,6.0,7.20%,16.00%,0.12,0.277,0.247,0.304,0.367,0.293,90.0,0.0,-3.2,0.7,0.7,,,,,,,,,,,,,,,,Util
Batter,Jorge Soler,LAA,102.0,440,19.0,52.0,57.0,1.0,10.30%,27.10%,0.199,0.274,0.228,0.314,0.427,0.322,105.0,-1.6,1.2,-9.8,0.7,,,,,,,,,,,,,,,,Util
Batter,Giancarlo Stanton,NYY,82.0,347,21.0,45.0,53.0,1.0,9.30%,30.60%,0.242,0.271,0.23,0.304,0.471,0.33,113.0,-1.3,4.0,-9.6,0.7,,,,,,,,,,,,,,,,Util
Batter,Carson Williams,TBR,94.0,357,12.0,38.0,38.0,11.0,8.30%,35.20%,0.162,0.276,0.198,0.27,0.36,0.276,74.0,0.3,-10.6,4.7,0.7,,,,,,,,,,,,,,,,Util
Batter,Andrew Vaughn,MIL,118.0,495,18.0,55.0,61.0,1.0,7.30%,20.40%,0.173,0.281,0.248,0.309,0.422,0.317,104.0,-1.7,0.5,-10.6,0.6,,,,,,,,,,,,,,,,Util
Batter,Christian Moore,LAA,63.0,250,7.0,26.0,26.0,4.0,9.00%,29.90%,0.147,0.309,0.23,0.304,0.377,0.298,89.0,-0.1,-3.3,1.0,0.6,,,,,,,,,,,,,,,,Util
Batter,Reese McGuire,CHW,36.0,141,4.0,14.0,15.0,1.0,6.20%,23.00%,0.134,0.279,0.233,0.285,0.367,0.285,81.0,-0.3,-3.5,3.2,0.6,,,,,,,,,,,,,,,,Util
Batter,Owen Caissie,MIA,81.0,313,10.0,35.0,36.0,3.0,9.80%,30.20%,0.172,0.32,0.239,0.318,0.411,0.317,102.0,-0.3,0.3,-4.5,0.6,,,,,,,,,,,,,,,,Util
Batter,Keibert Ruiz,WSN,77.0,324,9.0,34.0,38.0,2.0,5.00%,11.60%,0.145,0.263,0.255,0.298,0.4,0.303,93.0,-0.9,-3.6,5.1,0.6,,,,,,,,,,,,,,,,Util
Batter,Drew Millas,WSN,38.0,150,3.0,15.0,14.0,3.0,8.10%,16.90%,0.12,0.281,0.245,0.31,0.365,0.296,88.0,0.1,-2.0,2.8,0.6,,,,,,,,,,,,,,,,Util
Batter,Harry Ford,WSN,46.0,189,4.0,21.0,18.0,3.0,11.70%,23.00%,0.13,0.284,0.229,0.33,0.359,0.308,97.0,-0.1,-0.8,0.7,0.6,,,,,,,,,,,,,,,,Util
Batter,Liam Hicks,MIA,64.0,269,4.0,28.0,26.0,1.0,11.20%,16.20%,0.109,0.285,0.247,0.344,0.356,0.314,100.0,-0.6,-0.7,-2.4,0.6,,,,,,,,,,,,,,,,Util
Batter,Denzel Clarke,ATH,93.0,350,7.0,39.0,34.0,11.0,7.60%,32.60%,0.136,0.326,0.226,0.295,0.362,0.289,81.0,0.8,-7.0,1.1,0.6,,,,,,,,,,,,,,,,Util
Batter,Matt Shaw,CHC,58.0,222,7.0,27.0,26.0,8.0,9.40%,19.40%,0.164,0.277,0.244,0.321,0.408,0.319,106.0,0.5,1.9,-3.3,0.6,,,,,,,,,,,,,,,,Util
Batter,Javier Sanoja,MIA,55.0,215,4.0,23.0,22.0,5.0,6.20%,11.00%,0.131,0.281,0.263,0.313,0.394,0.308,95.0,0.1,-1.1,-0.1,0.6,,,,,,,,,,,,,,,,Util
Batter,Dominic Canzone,SEA,83.0,329,13.0,37.0,42.0,3.0,7.70%,23.20%,0.18,0.287,0.247,0.308,0.427,0.317,109.0,-0.6,3.0,-8.4,0.6,,,,,,,,,,,,,,,,Util
Batter,José Fermín,STL,42.0,169,3.0,19.0,16.0,6.0,11.50%,13.00%,0.124,0.27,0.247,0.345,0.372,0.32,107.0,0.1,1.4,-1.2,0.6,,,,,,,,,,,,,,,,Util
Batter,Victor Robles,SEA,62.0,263,4.0,30.0,23.0,13.0,6.70%,21.80%,0.112,0.304,0.245,0.309,0.357,0.295,94.0,0.8,-1.0,-2.4,0.6,,,,,,,,,,,,,,,,Util
Batter,George Valera,CLE,73.0,308,12.0,36.0,36.0,2.0,10.30%,27.70%,0.178,0.283,0.227,0.31,0.405,0.312,101.0,-0.4,-0.1,-4.8,0.6,,,,,,,,,,,,,,,,Util
Batter,Jake Fraley,TBR,80.0,333,9.0,37.0,37.0,10.0,9.20%,20.70%,0.142,0.293,0.248,0.323,0.391,0.313,99.0,-0.1,-0.3,-5.5,0.6,,,,,,,,,,,,,,,,Util
Batter,Austin Hedges,CLE,29.0,110,3.0,10.0,10.0,2.0,7.60%,27.10%,0.119,0.247,0.195,0.264,0.314,0.257,63.0,-0.1,-4.9,2.6,0.6,,,,,,,,,,,,,,,,Util
Batter,Jake McCarthy,COL,72.0,319,6.0,40.0,30.0,12.0,7.00%,16.70%,0.137,0.311,0.271,0.332,0.408,0.323,93.0,1.2,-1.4,-3.5,0.6,,,,,,,,,,,,,,,,Util
Batter,Joe Mack,MIA,49.0,197,6.0,20.0,21.0,2.0,7.40%,27.60%,0.148,0.275,0.217,0.282,0.366,0.284,79.0,-0.1,-5.1,4.1,0.6,,,,,,,,,,,,,,,,Util
Batter,Wenceel Pérez,DET,67.0,284,7.0,31.0,30.0,6.0,8.20%,22.20%,0.153,0.288,0.24,0.306,0.393,0.305,95.0,0.4,-1.3,-3.0,0.6,,,,,,,,,,,,,,,,Util
Batter,Yohel Pozo,STL,42.0,166,5.0,18.0,20.0,1.0,3.50%,12.90%,0.156,0.28,0.267,0.295,0.423,0.309,99.0,-0.3,-0.5,0.0,0.6,,,,,,,,,,,,,,,,Util
Batter,Andrew Benintendi,CHW,106.0,444,14.0,48.0,50.0,3.0,8.70%,17.60%,0.155,0.282,0.254,0.322,0.409,0.318,103.0,-0.9,0.8,-10.7,0.5,,,,,,,,,,,,,,,,Util
Batter,CJ Kayfus,CLE,64.0,258,8.0,28.0,29.0,3.0,9.10%,27.10%,0.169,0.305,0.238,0.315,0.407,0.315,103.0,-0.1,0.8,-4.3,0.5,,,,,,,,,,,,,,,,Util
Batter,David Hamilton,MIL,47.0,188,5.0,21.0,19.0,16.0,8.70%,25.40%,0.141,0.27,0.217,0.29,0.359,0.286,82.0,1.5,-2.5,1.4,0.5,,,,,,,,,,,,,,,,Util
Batter,Carson Benge,NYM,80.0,308,7.0,33.0,32.0,5.0,9.40%,22.30%,0.135,0.287,0.235,0.314,0.371,0.301,95.0,-0.2,-1.8,-3.3,0.5,,,,,,,,,,,,,,,,Util
Batter,Rafael Marchán,PHI,37.0,146,3.0,16.0,15.0,1.0,8.70%,17.80%,0.126,0.269,0.235,0.309,0.36,0.296,87.0,-0.3,-2.5,3.3,0.5,,,,,,,,,,,,,,,,Util
Batter,Edgar Quero,CHW,94.0,372,9.0,40.0,39.0,1.0,9.10%,18.10%,0.13,0.299,0.259,0.333,0.389,0.318,104.0,-1.1,0.5,-3.1,0.5,,,,,,,,,,,,,,,,Util
Batter,Javier Báez,DET,77.0,293,8.0,30.0,31.0,5.0,3.90%,23.30%,0.138,0.287,0.238,0.276,0.376,0.282,79.0,0.4,-6.9,2.0,0.5,,,,,,,,,,,,,,,,Util
Batter,Gavin Sheets,SDP,95.0,396,13.0,43.0,46.0,2.0,8.20%,20.60%,0.161,0.28,0.244,0.31,0.405,0.311,102.0,-1.1,0.0,-8.1,0.5,,,,,,,,,,,,,,,,Util
Batter,Leo Rivas,SEA,39.0,151,2.0,16.0,12.0,5.0,14.40%,25.70%,0.091,0.289,0.214,0.334,0.305,0.294,94.0,0.1,-1.0,0.8,0.5,,,,,,,,,,,,,,,,Util
Batter,Darell Hernaiz,ATH,36.0,144,2.0,15.0,14.0,3.0,7.90%,14.40%,0.109,0.298,0.264,0.326,0.374,0.308,94.0,-0.1,-1.1,1.2,0.5,,,,,,,,,,,,,,,,Util
Batter,Luke Raley,SEA,73.0,299,11.0,33.0,34.0,4.0,7.30%,30.40%,0.169,0.293,0.224,0.304,0.393,0.306,102.0,-0.4,0.3,-5.5,0.5,,,,,,,,,,,,,,,,Util
Batter,Nathan Church,STL,48.0,193,4.0,19.0,20.0,4.0,6.60%,14.70%,0.118,0.289,0.259,0.315,0.377,0.304,96.0,0.0,-1.0,-0.4,0.5,,,,,,,,,,,,,,,,Util
Batter,Blaze Alexander,BAL,55.0,212,5.0,23.0,21.0,4.0,8.50%,30.30%,0.135,0.313,0.227,0.306,0.362,0.296,90.0,0.1,-2.5,0.2,0.5,,,,,,,,,,,,,,,,Util
Batter,Casey Schmitt,SFG,52.0,213,6.0,22.0,24.0,1.0,6.80%,23.00%,0.151,0.287,0.24,0.299,0.391,0.3,94.0,-0.3,-1.9,-0.3,0.5,,,,,,,,,,,,,,,,Util
Batter,Cody Freeman,TEX,40.0,164,4.0,18.0,18.0,2.0,6.00%,14.90%,0.143,0.272,0.252,0.3,0.395,0.302,94.0,-0.1,-1.3,0.6,0.5,,,,,,,,,,,,,,,,Util
Batter,Mauricio Dubón,ATL,89.0,343,6.0,36.0,35.0,3.0,5.10%,12.70%,0.112,0.287,0.263,0.303,0.375,0.296,88.0,-0.3,-5.1,-1.4,0.5,,,,,,,,,,,,,,,,Util
Batter,Michael Massey,KCR,53.0,220,6.0,24.0,26.0,2.0,4.90%,17.80%,0.151,0.285,0.255,0.296,0.405,0.303,90.0,-0.2,-2.6,-0.1,0.5,,,,,,,,,,,,,,,,Util
Batter,Kyle Karros,COL,49.0,195,4.0,21.0,20.0,2.0,8.70%,22.60%,0.131,0.33,0.263,0.334,0.394,0.319,91.0,-0.3,-2.4,0.8,0.5,,,,,,,,,,,,,,,,Util
Batter,Edmundo Sosa,PHI,55.0,222,6.0,24.0,25.0,2.0,4.20%,22.70%,0.152,0.299,0.25,0.292,0.402,0.3,90.0,0.2,-2.5,-0.1,0.5,,,,,,,,,,,,,,,,Util
Batter,Miguel Andujar,SDP,67.0,269,7.0,30.0,32.0,1.0,5.80%,15.50%,0.144,0.304,0.276,0.321,0.42,0.321,109.0,-0.5,2.3,-6.5,0.5,,,,,,,,,,,,,,,,Util
Batter,Paul Goldschmidt,NYY,82.0,356,11.0,42.0,41.0,4.0,8.50%,22.60%,0.155,0.307,0.255,0.322,0.409,0.317,104.0,-0.9,0.7,-8.2,0.5,,,,,,,,,,,,,,,,Util
Batter,Coby Mayo,BAL,43.0,170,6.0,19.0,21.0,1.0,9.20%,27.10%,0.187,0.286,0.232,0.309,0.419,0.316,104.0,-0.1,0.7,-1.8,0.5,,,,,,,,,,,,,,,,Util
Batter,Tyler Freeman,COL,60.0,259,4.0,32.0,24.0,10.0,7.80%,13.20%,0.119,0.308,0.277,0.351,0.397,0.33,98.0,0.4,-0.2,-3.8,0.5,,,,,,,,,,,,,,,,Util
Batter,Jeremiah Jackson,BAL,44.0,188,6.0,22.0,22.0,3.0,4.90%,22.60%,0.16,0.29,0.246,0.287,0.406,0.299,92.0,-0.1,-1.8,0.0,0.5,,,,,,,,,,,,,,,,Util
Batter,Ryan Ritter,COL,54.0,207,5.0,23.0,22.0,3.0,7.40%,25.50%,0.147,0.316,0.247,0.313,0.394,0.309,84.0,0.0,-4.0,1.6,0.5,,,,,,,,,,,,,,,,Util
Batter,Ezequiel Duran,TEX,55.0,222,5.0,24.0,23.0,6.0,5.00%,23.70%,0.136,0.306,0.248,0.292,0.383,0.294,88.0,-0.1,-3.1,0.1,0.5,,,,,,,,,,,,,,,,Util
Batter,Moisés Ballesteros,CHC,71.0,283,7.0,30.0,32.0,2.0,8.20%,17.30%,0.142,0.303,0.266,0.33,0.408,0.322,108.0,-0.5,2.1,-7.0,0.5,,,,,,,,,,,,,,,,Util
Batter,Matt Vierling,DET,69.0,301,7.0,33.0,30.0,3.0,8.00%,23.50%,0.13,0.302,0.242,0.309,0.373,0.3,91.0,0.0,-3.3,-2.5,0.5,,,,,,,,,,,,,,,,Util
Batter,Pavin Smith,ARI,87.0,361,10.0,40.0,39.0,3.0,12.50%,25.60%,0.154,0.302,0.237,0.335,0.391,0.32,104.0,-1.0,0.6,-8.2,0.4,,,,,,,,,,,,,,,,Util
Batter,Alan Roden,MIN,45.0,180,4.0,20.0,19.0,3.0,9.00%,18.80%,0.137,0.299,0.255,0.335,0.392,0.32,104.0,-0.1,0.8,-2.6,0.4,,,,,,,,,,,,,,,,Util
Batter,Jesse Winker,,50.0,210,6.0,25.0,23.0,3.0,13.40%,22.10%,0.154,0.297,0.244,0.355,0.398,0.333,113.0,-0.9,2.4,-5.2,0.4,,,,,,,,,,,,,,,,Util
Batter,Angel Martínez,CLE,55.0,240,6.0,27.0,24.0,4.0,6.30%,20.70%,0.139,0.281,0.239,0.293,0.377,0.293,88.0,0.2,-3.3,-0.6,0.4,,,,,,,,,,,,,,,,Util
Batter,Tyler Heineman,TOR,25.0,99,2.0,10.0,9.0,1.0,8.70%,22.00%,0.105,0.279,0.225,0.305,0.331,0.285,81.0,-0.2,-2.4,2.1,0.4,,,,,,,,,,,,,,,,Util
Batter,Rob Refsnyder,SEA,46.0,198,6.0,23.0,22.0,2.0,10.30%,27.20%,0.161,0.308,0.24,0.326,0.4,0.318,110.0,-0.3,2.0,-4.5,0.4,,,,,,,,,,,,,,,,Util
Batter,Juan Brito,CLE,33.0,135,3.0,15.0,13.0,2.0,10.60%,20.00%,0.136,0.271,0.23,0.318,0.366,0.302,94.0,-0.1,-1.0,0.6,0.4,,,,,,,,,,,,,,,,Util
Batter,Christian Vázquez,HOU,31.0,120,3.0,12.0,12.0,1.0,6.20%,20.80%,0.114,0.268,0.226,0.28,0.34,0.273,73.0,-0.4,-4.2,2.6,0.4,,,,,,,,,,,,,,,,Util
Batter,Endy Rodríguez,PIT,27.0,109,3.0,12.0,12.0,1.0,8.60%,20.80%,0.145,0.292,0.245,0.314,0.39,0.309,95.0,-0.1,-0.7,0.9,0.4,,,,,,,,,,,,,,,,Util
Batter,Alex Call,LAD,36.0,152,4.0,18.0,16.0,2.0,11.80%,19.70%,0.141,0.277,0.237,0.336,0.378,0.317,103.0,-0.2,0.4,-1.4,0.4,,,,,,,,,,,,,,,,Util
Batter,James McCann,ARI,46.0,181,5.0,19.0,20.0,1.0,5.50%,25.40%,0.146,0.301,0.242,0.291,0.388,0.295,87.0,-0.5,-3.3,2.9,0.4,,,,,,,,,,,,,,,,Util
Batter,Leo Jiménez,TOR,30.0,120,3.0,13.0,12.0,1.0,8.30%,21.80%,0.124,0.286,0.235,0.318,0.359,0.302,93.0,-0.2,-1.2,1.1,0.4,,,,,,,,,,,,,,,,Util
Batter,Miguel Rojas,LAD,32.0,127,3.0,14.0,14.0,2.0,6.30%,13.80%,0.119,0.282,0.257,0.31,0.376,0.3,92.0,-0.1,-1.3,1.1,0.4,,,,,,,,,,,,,,,,Util
Batter,Sam Haggerty,TEX,47.0,203,3.0,24.0,19.0,9.0,8.30%,21.90%,0.122,0.311,0.251,0.319,0.373,0.304,96.0,0.6,-0.4,-2.6,0.4,,,,,,,,,,,,,,,,Util
Batter,Vaughn Grissom,LAA,32.0,130,3.0,13.0,13.0,2.0,7.90%,20.20%,0.12,0.297,0.248,0.315,0.368,0.302,91.0,0.0,-1.3,0.8,0.4,,,,,,,,,,,,,,,,Util
Batter,Jake Mangum,PIT,61.0,252,3.0,25.0,24.0,10.0,4.90%,17.30%,0.098,0.329,0.278,0.318,0.377,0.304,92.0,0.3,-2.0,-2.5,0.4,,,,,,,,,,,,,,,,Util
Batter,Ben Williamson,TBR,54.0,210,2.0,21.0,19.0,4.0,7.10%,20.80%,0.098,0.322,0.259,0.317,0.357,0.298,89.0,-0.1,-2.9,-0.5,0.4,,,,,,,,,,,,,,,,Util
Batter,Travis Bazzana,CLE,45.0,181,4.0,18.0,16.0,3.0,11.00%,28.10%,0.123,0.29,0.215,0.308,0.338,0.29,85.0,-0.1,-3.2,0.7,0.4,,,,,,,,,,,,,,,,Util
Batter,Jordan Beck,COL,105.0,439,13.0,50.0,49.0,14.0,8.00%,27.60%,0.166,0.323,0.249,0.313,0.415,0.316,89.0,0.5,-5.5,-5.4,0.4,,,,,,,,,,,,,,,,Util
Batter,Lenyn Sosa,CHW,85.0,346,13.0,36.0,42.0,2.0,4.20%,22.20%,0.163,0.293,0.253,0.288,0.416,0.303,93.0,-0.4,-3.1,-5.0,0.4,,,,,,,,,,,,,,,,Util
Batter,Richie Palacios,TBR,52.0,216,4.0,22.0,19.0,6.0,11.10%,20.10%,0.118,0.283,0.235,0.327,0.353,0.303,93.0,0.2,-1.7,-2.0,0.4,,,,,,,,,,,,,,,,Util
Batter,Connor Wong,BOS,57.0,230,5.0,24.0,24.0,4.0,6.90%,24.80%,0.132,0.305,0.241,0.301,0.373,0.295,84.0,-0.3,-4.7,3.4,0.4,,,,,,,,,,,,,,,,Util
Batter,José Tena,WSN,49.0,199,4.0,20.0,19.0,6.0,7.10%,24.80%,0.122,0.317,0.247,0.304,0.369,0.296,88.0,0.0,-2.8,-0.2,0.4,,,,,,,,,,,,,,,,Util
Batter,Alex Freeland,LAD,36.0,135,3.0,16.0,14.0,3.0,11.30%,26.10%,0.14,0.284,0.222,0.316,0.362,0.301,93.0,0.1,-1.1,0.2,0.4,,,,,,,,,,,,,,,,Util
Batter,Gary Sánchez,MIL,37.0,153,7.0,17.0,19.0,0.0,8.20%,27.50%,0.191,0.26,0.218,0.295,0.409,0.307,96.0,-0.4,-1.1,0.8,0.4,,,,,,,,,,,,,,,,Util
Batter,Mickey Moniak,COL,93.0,394,17.0,48.0,55.0,7.0,5.00%,24.80%,0.206,0.306,0.258,0.3,0.464,0.326,95.0,-0.3,-2.6,-7.0,0.4,,,,,,,,,,,,,,,,Util
Batter,Leody Taveras,BAL,30.0,119,3.0,14.0,13.0,5.0,7.30%,20.90%,0.142,0.289,0.245,0.302,0.387,0.3,93.0,0.3,-0.7,0.1,0.4,,,,,,,,,,,,,,,,Util
Batter,Austin Hays,CHW,88.0,368,11.0,39.0,43.0,4.0,6.70%,25.10%,0.163,0.297,0.241,0.298,0.404,0.304,94.0,-0.3,-3.1,-6.1,0.4,,,,,,,,,,,,,,,,Util
Batter,Rhys Hoskins,CLE,77.0,323,13.0,37.0,39.0,2.0,10.70%,27.50%,0.186,0.276,0.224,0.316,0.411,0.317,104.0,-1.1,0.4,-8.1,0.4,,,,,,,,,,,,,,,,Util
Batter,Jonny DeLuca,TBR,66.0,271,8.0,29.0,29.0,8.0,7.30%,21.60%,0.156,0.268,0.229,0.293,0.385,0.295,87.0,0.4,-3.8,-2.1,0.4,,,,,,,,,,,,,,,,Util
Batter,Austin Wynns,ATH,27.0,107,3.0,11.0,11.0,1.0,6.80%,28.10%,0.14,0.3,0.231,0.29,0.371,0.289,81.0,-0.2,-2.6,2.8,0.4,,,,,,,,,,,,,,,,Util
Batter,Triston Casas,BOS,35.0,145,6.0,18.0,19.0,1.0,12.40%,25.50%,0.202,0.29,0.241,0.34,0.443,0.337,113.0,-0.4,1.8,-3.3,0.4,,,,,,,,,,,,,,,,Util
Batter,Mitch Garver,SEA,27.0,110,4.0,12.0,12.0,1.0,10.80%,28.60%,0.168,0.26,0.207,0.301,0.375,0.298,96.0,-0.4,-0.9,1.6,0.3,,,,,,,,,,,,,,,,Util
Batter,James Outman,MIN,45.0,178,6.0,20.0,19.0,3.0,10.10%,33.90%,0.168,0.3,0.213,0.302,0.38,0.299,90.0,0.1,-2.0,-0.8,0.3,,,,,,,,,,,,,,,,Util
Batter,Zack Gelof,ATH,41.0,164,6.0,18.0,18.0,5.0,8.40%,32.20%,0.165,0.3,0.222,0.291,0.387,0.296,86.0,0.3,-2.4,0.1,0.3,,,,,,,,,,,,,,,,Util
Batter,Jimmy Crooks,STL,29.0,118,3.0,12.0,12.0,0.0,6.90%,26.20%,0.131,0.302,0.236,0.294,0.366,0.289,86.0,-0.2,-2.1,1.9,0.3,,,,,,,,,,,,,,,,Util
Batter,Kody Clemens,MIN,51.0,209,8.0,24.0,26.0,2.0,7.10%,24.10%,0.191,0.269,0.232,0.293,0.423,0.309,96.0,0.0,-0.9,-3.0,0.3,,,,,,,,,,,,,,,,Util
Batter,Blake Perkins,MIL,40.0,161,3.0,17.0,15.0,5.0,10.50%,26.90%,0.121,0.297,0.224,0.309,0.346,0.292,86.0,0.3,-2.4,0.3,0.3,,,,,,,,,,,,,,,,Util
Batter,Oswald Peraza,LAA,56.0,223,6.0,24.0,23.0,7.0,7.50%,26.10%,0.139,0.28,0.224,0.291,0.363,0.288,82.0,0.3,-4.5,0.0,0.3,,,,,,,,,,,,,,,,Util
Batter,Jasson Domínguez,NYY,26.0,105,3.0,13.0,12.0,5.0,9.70%,25.00%,0.158,0.312,0.251,0.327,0.408,0.321,107.0,0.2,1.1,-1.5,0.3,,,,,,,,,,,,,,,,Util
Batter,Will Benson,CIN,71.0,282,10.0,32.0,33.0,7.0,10.80%,31.10%,0.183,0.294,0.221,0.309,0.404,0.311,94.0,-0.4,-2.4,-3.9,0.3,,,,,,,,,,,,,,,,Util
Batter,Nick Loftin,KCR,31.0,124,3.0,14.0,13.0,2.0,10.10%,15.90%,0.131,0.278,0.248,0.331,0.379,0.314,98.0,-0.1,-0.4,-0.7,0.3,,,,,,,,,,,,,,,,Util
