POS,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
Pitcher,Adrian Morejon,SDP,,,,,,,,,,,,,,,,,,,,4,3,3,68,0,68,9.28,3.01,0.92,0.294,75.30%,45.20%,3.36,3.49,0.7
Pitcher,Ryan Weiss,HOU,,,,,,,,,,,,,,,,,,,,5,5,0,48,8,86.1,8.56,3.37,1.14,0.303,71.80%,45.00%,4.24,4.17,0.7
Pitcher,Matt Brash,SEA,,,,,,,,,,,,,,,,,,,,3,3,3,63,0,63,10.74,3.53,0.8,0.291,76.60%,46.20%,3.05,3.21,0.7
Pitcher,Ryan Helsley,BAL,,,,,,,,,,,,,,,,,,,,3,3,26,64,0,64,10.66,3.47,1.03,0.294,75.60%,40.10%,3.48,3.5,0.7
Pitcher,Matt Strahm,KCR,,,,,,,,,,,,,,,,,,,,3,3,2,66,0,66,9.85,2.83,1.2,0.288,74.40%,31.20%,3.76,3.76,0.7
Pitcher,Germán Márquez,SDP,,,,,,,,,,,,,,,,,,,,6,8,0,27,19,112,7,2.96,1.43,0.296,71.00%,40.20%,4.7,4.75,0.6
Pitcher,Corbin Burnes,ARI,,,,,,,,,,,,,,,,,,,,2,2,0,6,6,38,8.94,2.81,0.96,0.307,71.90%,46.30%,3.84,3.59,0.6
Pitcher,Brad Lord,WSN,,,,,,,,,,,,,,,,,,,,5,5,6,71,5,92.1,7.66,2.89,1.05,0.296,72.90%,46.90%,3.9,4.05,0.6
Pitcher,Bryan Baker,TBR,,,,,,,,,,,,,,,,,,,,3,3,3,63,0,63,10.11,3.29,1.11,0.287,74.80%,37.30%,3.65,3.68,0.6
Pitcher,Kyle Leahy,STL,,,,,,,,,,,,,,,,,,,,6,7,0,53,15,120,7.12,3.31,1.13,0.298,72.00%,44.00%,4.29,4.39,0.6
Pitcher,Orion Kerkering,PHI,,,,,,,,,,,,,,,,,,,,3,2,0,54,0,54,9.76,3.42,0.96,0.292,74.70%,44.80%,3.51,3.65,0.6
Pitcher,Stephen Kolek,KCR,,,,,,,,,,,,,,,,,,,,4,4,0,36,8,74.2,6.57,2.75,0.98,0.312,70.70%,51.50%,4.26,4.16,0.6
Pitcher,Jose A. Ferrer,SEA,,,,,,,,,,,,,,,,,,,,4,3,3,70,0,70,8.68,2.73,0.76,0.297,75.40%,52.50%,3.11,3.36,0.6
Pitcher,Hurston Waldrep,ATL,,,,,,,,,,,,,,,,,,,,4,4,0,11,11,64,7.94,4,1.01,0.307,71.70%,49.50%,4.31,4.28,0.6
Pitcher,Chase Dollander,COL,,,,,,,,,,,,,,,,,,,,6,9,0,43,19,128,7.78,3.94,1.45,0.31,68.80%,41.20%,5.28,4.98,0.6
Pitcher,Richard Fitts,STL,,,,,,,,,,,,,,,,,,,,7,9,0,36,23,134.2,6.62,2.83,1.29,0.295,71.00%,42.40%,4.51,4.59,0.6
Pitcher,Camilo Doval,NYY,,,,,,,,,,,,,,,,,,,,3,3,2,64,0,64,10.36,4.2,0.84,0.293,75.30%,47.70%,3.41,3.59,0.6
Pitcher,Gage Jump,ATH,,,,,,,,,,,,,,,,,,,,3,3,0,10,10,55.1,7.58,3.29,1.27,0.297,72.00%,42.40%,4.42,4.51,0.6
Pitcher,Alex Vesia,LAD,,,,,,,,,,,,,,,,,,,,3,3,1,61,0,61,11.1,3.79,1.3,0.276,76.90%,30.00%,3.69,3.93,0.6
Pitcher,Aaron Ashby,MIL,,,,,,,,,,,,,,,,,,,,4,4,1,69,2,76,9.26,4.17,0.8,0.302,74.60%,52.50%,3.57,3.76,0.6
Pitcher,Brandon Williamson,CIN,,,,,,,,,,,,,,,,,,,,5,6,0,35,13,94,7.87,3.07,1.55,0.293,72.40%,37.80%,4.65,4.77,0.6
Pitcher,Lucas Erceg,KCR,,,,,,,,,,,,,,,,,,,,3,3,4,64,0,64,9.09,3.32,0.89,0.303,73.60%,46.40%,3.65,3.67,0.6
Pitcher,Aaron Bummer,ATL,,,,,,,,,,,,,,,,,,,,3,3,0,60,0,60,9.22,3.4,0.71,0.312,74.10%,54.70%,3.39,3.42,0.5
Pitcher,Jonathan Cannon,CHW,,,,,,,,,,,,,,,,,,,,5,8,0,46,15,110.1,6.88,3.11,1.45,0.292,71.00%,40.30%,4.74,4.87,0.5
Pitcher,Erick Fedde,CHW,,,,,,,,,,,,,,,,,,,,5,8,0,28,18,108,6.77,3.44,1.44,0.296,70.50%,41.60%,4.93,4.95,0.5
Pitcher,Kyle Hurt,LAD,,,,,,,,,,,,,,,,,,,,3,3,0,31,5,53.1,9.37,3.69,1.17,0.293,73.80%,43.50%,3.98,4.09,0.5
Pitcher,Kutter Crawford,BOS,,,,,,,,,,,,,,,,,,,,3,3,0,39,5,61,9.02,2.44,1.37,0.293,72.40%,33.50%,4.16,4.04,0.5
Pitcher,Gabe Speier,SEA,,,,,,,,,,,,,,,,,,,,3,3,0,58,0,58,10.31,2.77,0.98,0.287,76.10%,41.20%,3.21,3.32,0.5
Pitcher,Robert Garcia,TEX,,,,,,,,,,,,,,,,,,,,3,3,20,64,0,64,9.84,3.26,1.03,0.295,75.50%,42.10%,3.53,3.64,0.5
Pitcher,Seranthony Domínguez,CHW,,,,,,,,,,,,,,,,,,,,3,3,20,63,0,63,10.17,4.13,1.09,0.288,74.50%,39.40%,3.83,3.95,0.5
Pitcher,Jacob Latz,TEX,,,,,,,,,,,,,,,,,,,,5,5,0,52,8,89.1,8.73,4.33,1.21,0.29,73.60%,38.70%,4.29,4.49,0.5
Pitcher,Dylan Lee,ATL,,,,,,,,,,,,,,,,,,,,3,3,1,65,0,65,9.89,2.73,1.19,0.293,75.80%,37.20%,3.59,3.64,0.5
Pitcher,Ryan Walker,SFG,,,,,,,,,,,,,,,,,,,,3,3,30,63,0,63,9.72,2.81,0.85,0.299,74.50%,46.50%,3.29,3.3,0.5
Pitcher,Jared Koenig,MIL,,,,,,,,,,,,,,,,,,,,3,3,1,65,0,65,9.45,3.21,1,0.294,75.40%,43.20%,3.5,3.68,0.5
Pitcher,Gregory Soto,PIT,,,,,,,,,,,,,,,,,,,,3,3,2,64,0,64,9.74,3.7,0.83,0.302,73.90%,44.90%,3.57,3.6,0.5
Pitcher,Mark Leiter Jr.,ATH,,,,,,,,,,,,,,,,,,,,3,3,6,64,0,64,9.3,3.56,1.06,0.297,73.20%,44.50%,3.91,3.95,0.5
Pitcher,Hunter Dobbins,STL,,,,,,,,,,,,,,,,,,,,5,6,0,31,13,89.1,6.58,2.94,1.2,0.293,71.50%,44.30%,4.35,4.52,0.5
Pitcher,Connor Prielipp,MIN,,,,,,,,,,,,,,,,,,,,3,3,0,39,5,61.2,8.3,3.37,1.05,0.301,72.80%,43.90%,4.03,4.06,0.5
Pitcher,Patrick Corbin,,,,,,,,,,,,,,,,,,,,,4,4,0,11,11,63,7.11,2.89,1.35,0.299,71.30%,43.60%,4.55,4.56,0.5
Pitcher,Drew Pomeranz,LAA,,,,,,,,,,,,,,,,,,,,3,3,3,56,0,56,9.8,3.21,1.15,0.293,74.90%,38.80%,3.73,3.84,0.5
Pitcher,A.J. Puk,ARI,,,,,,,,,,,,,,,,,,,,2,2,7,42,0,42,10.28,3.12,0.95,0.296,74.50%,40.60%,3.46,3.41,0.5
Pitcher,Raisel Iglesias,ATL,,,,,,,,,,,,,,,,,,,,3,3,26,66,0,66,9.72,2.62,1.15,0.295,74.20%,37.20%,3.71,3.62,0.5
Pitcher,Edwin Uceta,TBR,,,,,,,,,,,,,,,,,,,,3,3,10,56,0,56,10.44,3.29,1.13,0.283,74.80%,34.80%,3.63,3.7,0.5
Pitcher,Randy Vásquez,SDP,,,,,,,,,,,,,,,,,,,,7,10,0,36,24,141.1,6.26,3.3,1.41,0.292,70.10%,39.90%,4.9,5.05,0.5
Pitcher,Cody Bradford,TEX,,,,,,,,,,,,,,,,,,,,4,4,0,38,6,68.2,8.09,2.24,1.44,0.29,72.60%,34.90%,4.24,4.26,0.5
Pitcher,Blake Treinen,LAD,,,,,,,,,,,,,,,,,,,,3,2,0,54,0,54,9.95,3.4,1.1,0.296,74.10%,42.30%,3.79,3.78,0.5
Pitcher,Andrew Nardi,MIA,,,,,,,,,,,,,,,,,,,,3,3,0,60,0,60,10.69,3.74,1.07,0.289,75.80%,37.10%,3.56,3.67,0.5
Pitcher,Daniel Palencia,CHC,,,,,,,,,,,,,,,,,,,,3,3,32,67,0,67,10.05,3.69,1.02,0.29,74.80%,40.70%,3.61,3.73,0.5
Pitcher,Paul Blackburn,NYY,,,,,,,,,,,,,,,,,,,,3,3,0,55,2,62,7.94,2.34,1.23,0.292,73.60%,44.20%,3.9,4.04,0.5
Pitcher,Spencer Arrighetti,HOU,,,,,,,,,,,,,,,,,,,,5,5,0,27,13,85,8.88,3.85,1.36,0.292,71.60%,38.20%,4.55,4.55,0.5
Pitcher,Ben Joyce,LAA,,,,,,,,,,,,,,,,,,,,2,2,15,48,0,48,10.98,4.17,0.89,0.296,75.60%,44.10%,3.42,3.53,0.5
Pitcher,Jason Adam,SDP,,,,,,,,,,,,,,,,,,,,3,3,1,61,0,61,9.88,3.33,1.03,0.288,73.80%,40.60%,3.65,3.7,0.5
Pitcher,Cole Sands,MIN,,,,,,,,,,,,,,,,,,,,3,3,4,68,0,68,8.94,2.84,1.08,0.299,72.40%,40.00%,3.92,3.8,0.5
Pitcher,Brock Stewart,LAD,,,,,,,,,,,,,,,,,,,,2,2,0,40,0,40,10.76,3.47,1.15,0.288,75.50%,37.90%,3.62,3.69,0.5
Pitcher,Colin Rea,CHC,,,,,,,,,,,,,,,,,,,,4,5,0,48,8,84.2,7.5,2.49,1.34,0.294,71.70%,40.80%,4.33,4.36,0.5
Pitcher,Bryan King,HOU,,,,,,,,,,,,,,,,,,,,3,3,1,67,0,67,8.98,2.88,1.1,0.294,74.20%,43.10%,3.72,3.83,0.5
Pitcher,Troy Melton,DET,,,,,,,,,,,,,,,,,,,,3,3,0,38,3,53.1,8.31,2.64,1.17,0.29,73.30%,40.10%,3.88,3.95,0.5
Pitcher,Angel Zerpa,MIL,,,,,,,,,,,,,,,,,,,,3,3,0,60,0,60,8.83,3.14,0.9,0.301,75.00%,49.70%,3.46,3.64,0.5
Pitcher,Luis Medina,ATH,,,,,,,,,,,,,,,,,,,,4,4,0,48,6,78,8.45,3.74,1.2,0.297,72.30%,41.50%,4.33,4.39,0.4
Pitcher,Caleb Thielbar,CHC,,,,,,,,,,,,,,,,,,,,3,3,1,66,0,66,9.46,3.23,1.15,0.285,75.20%,37.60%,3.68,3.85,0.4
Pitcher,Tyler Holton,DET,,,,,,,,,,,,,,,,,,,,4,3,1,72,0,72,7.82,2.47,1.03,0.296,73.50%,44.70%,3.71,3.81,0.4
Pitcher,A.J. Minter,NYM,,,,,,,,,,,,,,,,,,,,3,2,2,52,0,52,10.29,3.25,1.01,0.283,76.40%,38.20%,3.3,3.49,0.4
Pitcher,Tanner Banks,PHI,,,,,,,,,,,,,,,,,,,,3,3,1,63,0,63,8.68,2.77,1.17,0.291,74.20%,41.20%,3.79,3.93,0.4
Pitcher,Yimi García,TOR,,,,,,,,,,,,,,,,,,,,3,3,4,56,0,56,10.11,3.13,1.07,0.288,74.70%,39.30%,3.56,3.62,0.4
Pitcher,Kevin Ginkel,ARI,,,,,,,,,,,,,,,,,,,,3,3,2,59,0,59,9.3,3.26,0.94,0.305,72.90%,43.00%,3.79,3.63,0.4
Pitcher,Jordan Montgomery,TEX,,,,,,,,,,,,,,,,,,,,3,3,0,18,6,48.1,7.11,2.66,1.21,0.299,71.70%,42.80%,4.28,4.3,0.4
Pitcher,Jordan Romano,LAA,,,,,,,,,,,,,,,,,,,,3,3,10,60,0,60,9.59,3.5,1.21,0.293,73.30%,38.20%,4.06,4.06,0.4
Pitcher,Keaton Winn,SFG,,,,,,,,,,,,,,,,,,,,3,3,0,54,2,61,8.28,2.59,0.94,0.302,72.70%,48.50%,3.7,3.66,0.4
Pitcher,Sean Newcomb,CHW,,,,,,,,,,,,,,,,,,,,3,3,1,66,0,66,8.95,3.64,1.04,0.294,74.50%,43.90%,3.77,3.99,0.4
Pitcher,Jordan Leasure,CHW,,,,,,,,,,,,,,,,,,,,3,3,5,64,0,64,9.98,4.1,1.24,0.284,75.10%,35.90%,3.96,4.18,0.4
Pitcher,Justin Slaten,BOS,,,,,,,,,,,,,,,,,,,,3,3,0,61,0,61,8.68,2.98,1.08,0.301,72.60%,42.50%,3.97,3.87,0.4
Pitcher,Payton Tolle,BOS,,,,,,,,,,,,,,,,,,,,2,2,0,13,5,35,8.93,3.14,1.25,0.295,73.20%,39.10%,4.08,4.11,0.4
Pitcher,Kyle Finnegan,DET,,,,,,,,,,,,,,,,,,,,3,3,4,64,0,64,8.77,3.22,0.99,0.296,73.40%,44.60%,3.77,3.78,0.4
Pitcher,Jonah Tong,NYM,,,,,,,,,,,,,,,,,,,,2,1,0,11,3,25.2,10.31,3.76,0.94,0.289,75.60%,44.50%,3.41,3.55,0.4
Pitcher,Didier Fuentes,ATL,,,,,,,,,,,,,,,,,,,,3,4,0,42,5,63.2,8.5,3.02,1.32,0.296,72.00%,38.20%,4.32,4.29,0.4
Pitcher,Yennier Cano,BAL,,,,,,,,,,,,,,,,,,,,3,3,1,60,0,60,8.52,3.34,0.89,0.308,73.40%,51.90%,3.74,3.76,0.4
Pitcher,Justin Wrobleski,LAD,,,,,,,,,,,,,,,,,,,,4,3,0,42,5,64.1,8.05,3.16,1.25,0.293,73.40%,44.20%,4.1,4.31,0.4
Pitcher,Emilio Pagán,CIN,,,,,,,,,,,,,,,,,,,,3,3,27,66,0,66,9.92,3.2,1.49,0.283,74.60%,31.40%,4.14,4.24,0.4
Pitcher,Trevor McDonald,SFG,,,,,,,,,,,,,,,,,,,,3,4,0,26,8,64.1,6.94,2.95,0.93,0.303,71.10%,52.00%,4.06,4.1,0.4
Pitcher,Taylor Rogers,MIN,,,,,,,,,,,,,,,,,,,,3,3,19,61,0,61,9.39,3.91,1.04,0.298,73.70%,41.40%,3.94,4.01,0.4
Pitcher,River Ryan,LAD,,,,,,,,,,,,,,,,,,,,4,4,0,20,10,65,7.33,3.45,1.37,0.296,71.10%,43.70%,4.69,4.78,0.4
Pitcher,Brusdar Graterol,LAD,,,,,,,,,,,,,,,,,,,,2,2,0,44,0,44,8.14,2.92,0.93,0.302,73.70%,51.70%,3.64,3.76,0.4
Pitcher,Graham Ashcraft,CIN,,,,,,,,,,,,,,,,,,,,3,3,2,65,0,65,7.94,2.68,1.08,0.304,72.60%,48.90%,3.95,3.97,0.4
Pitcher,Brendon Little,TOR,,,,,,,,,,,,,,,,,,,,3,2,0,54,0,54,9.52,4.53,0.72,0.301,75.90%,53.80%,3.37,3.69,0.4
Pitcher,Taijuan Walker,PHI,,,,,,,,,,,,,,,,,,,,6,8,0,50,16,121.1,6.42,3.15,1.47,0.293,71.20%,41.80%,4.8,5.01,0.4
Pitcher,Kody Funderburk,MIN,,,,,,,,,,,,,,,,,,,,3,3,3,65,0,65,8.65,3.69,0.83,0.306,73.70%,50.00%,3.69,3.8,0.4
Pitcher,Danny Coulombe,BOS,,,,,,,,,,,,,,,,,,,,3,3,0,55,0,55,8.71,3.34,1.07,0.3,73.20%,42.00%,3.98,3.97,0.4
Pitcher,Clarke Schmidt,NYY,,,,,,,,,,,,,,,,,,,,2,2,0,17,3,32,9.16,2.92,1.22,0.286,74.40%,39.30%,3.79,3.97,0.4
Pitcher,Dietrich Enns,BAL,,,,,,,,,,,,,,,,,,,,3,3,0,62,0,62,8.09,2.68,1.15,0.301,73.60%,43.60%,3.94,4.01,0.4
Pitcher,Tyler Anderson,LAA,,,,,,,,,,,,,,,,,,,,4,5,0,13,13,74.1,6.85,3.55,1.46,0.287,70.90%,33.80%,4.89,5.02,0.4
Pitcher,Tyler Wells,BAL,,,,,,,,,,,,,,,,,,,,4,4,0,57,3,72.1,8.47,2.21,1.53,0.289,73.00%,32.60%,4.29,4.3,0.4
Pitcher,Tommy Nance,TOR,,,,,,,,,,,,,,,,,,,,3,3,0,58,0,58,8.32,2.87,0.95,0.301,72.70%,48.90%,3.76,3.75,0.4
Pitcher,Brant Hurter,DET,,,,,,,,,,,,,,,,,,,,3,3,0,55,0,55,7.97,2.7,0.91,0.298,73.20%,47.30%,3.64,3.78,0.4
Pitcher,Andrew Kittredge,BAL,,,,,,,,,,,,,,,,,,,,3,3,3,60,0,60,8.94,2.62,1.13,0.304,73.00%,44.30%,3.89,3.75,0.4
Pitcher,Carson Whisenhunt,SFG,,,,,,,,,,,,,,,,,,,,3,4,0,20,8,57.1,7.19,3.19,1.14,0.296,72.00%,44.30%,4.26,4.37,0.4
Pitcher,George Klassen,LAA,,,,,,,,,,,,,,,,,,,,3,3,0,19,6,50,8.16,3.84,1.22,0.297,72.10%,43.70%,4.42,4.5,0.4
Pitcher,Jordan Hicks,CHW,,,,,,,,,,,,,,,,,,,,3,3,2,62,0,62,8.58,3.65,0.94,0.302,73.30%,49.00%,3.83,3.98,0.4
Pitcher,Steven Okert,HOU,,,,,,,,,,,,,,,,,,,,3,3,0,64,0,64,10.05,3.47,1.34,0.281,74.70%,31.20%,3.98,4.13,0.3
Pitcher,Mason Englert,TBR,,,,,,,,,,,,,,,,,,,,3,3,1,61,0,61,8.35,2.82,1.18,0.293,72.70%,41.50%,4.02,4.04,0.3
Pitcher,Luke Weaver,NYM,,,,,,,,,,,,,,,,,,,,4,3,4,67,0,67,9.58,2.84,1.24,0.284,75.50%,35.10%,3.69,3.85,0.3
Pitcher,Riley O'Brien,STL,,,,,,,,,,,,,,,,,,,,3,3,13,63,0,63,9.13,3.84,0.79,0.301,74.20%,50.40%,3.54,3.71,0.3
Pitcher,Jovani Morán,BOS,,,,,,,,,,,,,,,,,,,,3,2,0,52,0,52,9.52,3.91,0.93,0.301,74.20%,44.80%,3.74,3.77,0.3
Pitcher,Tobias Myers,NYM,,,,,,,,,,,,,,,,,,,,4,4,0,61,3,75.2,7.93,2.36,1.29,0.286,73.60%,38.00%,3.95,4.13,0.3
Pitcher,Yoendrys Gómez,TBR,,,,,,,,,,,,,,,,,,,,3,3,0,54,2,61,9.23,3.49,1.23,0.288,73.20%,37.20%,4.1,4.17,0.3
Pitcher,Kevin Kelly,TBR,,,,,,,,,,,,,,,,,,,,2,2,0,48,0,48,7.89,2.37,1.05,0.3,72.30%,46.60%,3.84,3.84,0.3
Pitcher,Christian Scott,NYM,,,,,,,,,,,,,,,,,,,,2,2,0,26,2,33,9.07,2.37,1.2,0.284,74.60%,38.10%,3.62,3.76,0.3
Pitcher,Clayton Beeter,WSN,,,,,,,,,,,,,,,,,,,,3,3,15,63,0,63,10.06,4.5,1,0.289,74.80%,40.70%,3.78,3.97,0.3
Pitcher,Eric Lauer,TOR,,,,,,,,,,,,,,,,,,,,3,3,0,51,3,65.2,8.57,2.69,1.4,0.286,74.20%,34.30%,4.08,4.25,0.3
Pitcher,Walker Buehler,SDP,,,,,,,,,,,,,,,,,,,,4,5,0,33,11,82.2,7.53,3.54,1.31,0.296,70.90%,42.20%,4.67,4.69,0.3
Pitcher,Quinn Mathews,STL,,,,,,,,,,,,,,,,,,,,3,3,0,8,8,46.1,7.68,4.42,1.06,0.293,72.90%,45.20%,4.27,4.56,0.3
Pitcher,Tyler Kinley,ATL,,,,,,,,,,,,,,,,,,,,3,3,0,63,0,63,9.76,3.88,1.18,0.292,73.50%,35.60%,4.08,4.07,0.3
Pitcher,Jonathan Loáisiga,ARI,,,,,,,,,,,,,,,,,,,,3,3,5,60,0,60,7.89,3.06,0.83,0.309,72.40%,51.40%,3.78,3.72,0.3
Pitcher,Jack Kochanowicz,LAA,,,,,,,,,,,,,,,,,,,,4,6,0,31,11,81.2,5.67,3.36,1.16,0.308,70.20%,51.70%,4.75,4.86,0.3
Pitcher,Jakob Junis,TEX,,,,,,,,,,,,,,,,,,,,3,3,1,65,0,65,8.09,2.41,1.24,0.297,72.10%,40.20%,4.1,4.06,0.3
Pitcher,Kirby Yates,LAA,,,,,,,,,,,,,,,,,,,,2,2,4,48,0,48,10.6,4.11,1.16,0.291,74.60%,36.70%,3.9,3.94,0.3
Pitcher,Shawn Armstrong,CLE,,,,,,,,,,,,,,,,,,,,3,3,3,68,0,68,9.03,2.9,1.15,0.293,73.00%,38.80%,3.91,3.9,0.3
Pitcher,Drew Thorpe,CHW,,,,,,,,,,,,,,,,,,,,2,3,0,8,8,45.2,6.93,3.29,1.46,0.29,71.20%,40.60%,4.77,4.9,0.3
Pitcher,Brad Keller,PHI,,,,,,,,,,,,,,,,,,,,3,3,2,68,0,68,8.01,3.41,1.04,0.3,73.20%,48.60%,3.97,4.12,0.3
Pitcher,Justin Martinez,ARI,,,,,,,,,,,,,,,,,,,,1,1,0,20,0,20,11.45,4.6,0.62,0.306,76.40%,50.60%,3.07,3.17,0.3
Pitcher,Kai-Wei Teng,HOU,,,,,,,,,,,,,,,,,,,,3,3,0,54,2,60.2,9.26,3.71,1.11,0.295,72.70%,42.70%,4.05,4.13,0.3
Pitcher,Justin Topa,MIN,,,,,,,,,,,,,,,,,,,,3,3,4,62,0,62,7.65,3.08,0.92,0.309,71.80%,48.90%,4.02,3.93,0.3
Pitcher,Pierce Johnson,CIN,,,,,,,,,,,,,,,,,,,,3,3,1,61,0,61,9.96,3.67,1.32,0.292,74.50%,37.60%,4.09,4.15,0.3
Pitcher,Eduard Bazardo,SEA,,,,,,,,,,,,,,,,,,,,3,3,1,68,0,68,9.23,3.07,1.13,0.286,74.40%,40.00%,3.71,3.85,0.3
Pitcher,José Suarez,ATL,,,,,,,,,,,,,,,,,,,,3,3,0,49,3,64,8.55,2.97,1.16,0.297,73.90%,41.20%,3.9,4.01,0.3
Pitcher,Erik Miller,SFG,,,,,,,,,,,,,,,,,,,,3,3,1,62,0,62,10.3,4.6,0.83,0.295,76.10%,45.40%,3.45,3.7,0.3
Pitcher,JoJo Romero,STL,,,,,,,,,,,,,,,,,,,,3,3,12,64,0,64,8.54,3.59,0.89,0.298,75.00%,48.00%,3.57,3.84,0.3
Pitcher,Keider Montero,DET,,,,,,,,,,,,,,,,,,,,3,3,0,33,5,54.2,7.73,2.98,1.26,0.293,72.00%,40.90%,4.29,4.35,0.3
Pitcher,Kenley Jansen,DET,,,,,,,,,,,,,,,,,,,,3,3,23,60,0,60,9.4,3.27,1.23,0.281,72.70%,29.40%,4.06,4.03,0.3
Pitcher,Eric Orze,MIN,,,,,,,,,,,,,,,,,,,,3,3,1,60,0,60,8.7,4.03,1.05,0.297,72.80%,42.30%,4.13,4.19,0.3
Pitcher,Dennis Santana,PIT,,,,,,,,,,,,,,,,,,,,3,3,25,68,0,68,8.42,3.28,1.05,0.298,72.60%,39.50%,4.03,4.01,0.3
Pitcher,Jonathan Bowlan,PHI,,,,,,,,,,,,,,,,,,,,3,3,0,58,0,58,8.44,2.9,1.15,0.291,73.90%,44.40%,3.84,4.01,0.3
Pitcher,Caleb Ferguson,CIN,,,,,,,,,,,,,,,,,,,,3,3,0,53,0,53,8.81,3.65,1.03,0.3,73.60%,46.90%,3.9,4.05,0.3
Pitcher,Alek Manoah,LAA,,,,,,,,,,,,,,,,,,,,2,3,0,8,8,45,7.66,3.71,1.39,0.295,70.50%,39.20%,4.83,4.87,0.3
Pitcher,Luis García,NYM,,,,,,,,,,,,,,,,,,,,3,3,0,60,0,60,8.29,3.29,0.91,0.297,73.30%,48.60%,3.72,3.84,0.3
Pitcher,Brooks Raley,NYM,,,,,,,,,,,,,,,,,,,,3,3,1,62,0,62,8.76,3.37,1.09,0.288,74.10%,39.80%,3.82,4.06,0.3
Pitcher,DJ Herz,WSN,,,,,,,,,,,,,,,,,,,,2,2,0,22,2,29,10.22,3.88,1.12,0.284,75.60%,36.60%,3.68,3.89,0.3
Pitcher,Scott Barlow,ATH,,,,,,,,,,,,,,,,,,,,3,3,4,60,0,60,9.34,4.57,1.06,0.296,72.90%,42.50%,4.2,4.27,0.3
Pitcher,Evan Phillips,LAD,,,,,,,,,,,,,,,,,,,,2,1,0,28,0,28,10,2.92,1.09,0.293,74.90%,41.50%,3.56,3.58,0.3
Pitcher,Sawyer Gipson-Long,DET,,,,,,,,,,,,,,,,,,,,1,1,0,19,2,26,8.24,2.41,1.1,0.295,72.60%,42.90%,3.83,3.83,0.3
Pitcher,Shane Drohan,MIL,,,,,,,,,,,,,,,,,,,,3,3,0,43,3,58.1,9.02,3.64,1.22,0.287,74.30%,38.80%,3.99,4.22,0.3
Pitcher,Josh Sborz,TEX,,,,,,,,,,,,,,,,,,,,3,3,0,58,0,58,9.29,3.6,1.16,0.294,73.40%,40.20%,4.03,4.04,0.3
Pitcher,Thomas White,MIA,,,,,,,,,,,,,,,,,,,,2,2,0,5,5,27.2,8.6,4.36,1.1,0.292,73.20%,42.80%,4.18,4.41,0.3
Pitcher,Justin Lawrence,PIT,,,,,,,,,,,,,,,,,,,,3,3,1,58,0,58,8.85,4.15,0.88,0.304,72.90%,46.40%,3.94,4,0.3
Pitcher,Gavin Stone,LAD,,,,,,,,,,,,,,,,,,,,2,2,0,15,3,30.1,8.19,2.8,1.32,0.294,72.90%,42.70%,4.19,4.26,0.3
Pitcher,JR Ritchie,ATL,,,,,,,,,,,,,,,,,,,,2,2,0,6,6,37,7.3,3.44,1.21,0.302,70.80%,45.70%,4.56,4.55,0.3
Pitcher,Braydon Fisher,TOR,,,,,,,,,,,,,,,,,,,,3,2,0,52,0,52,9.83,3.87,1.16,0.288,74.00%,38.10%,3.97,4.04,0.3
Pitcher,Tanner Gordon,COL,,,,,,,,,,,,,,,,,,,,3,4,0,28,6,57.1,6.57,2.02,1.7,0.308,68.90%,39.00%,5.19,4.9,0.3
Pitcher,Sam Moll,CIN,,,,,,,,,,,,,,,,,,,,3,3,0,52,0,52,8.83,3.96,1.14,0.296,74.00%,44.50%,4.06,4.3,0.3
Pitcher,Chase Silseth,LAA,,,,,,,,,,,,,,,,,,,,3,3,1,62,0,62,8.85,3.69,1.11,0.298,73.20%,45.20%,4.05,4.13,0.3
Pitcher,John Schreiber,KCR,,,,,,,,,,,,,,,,,,,,3,3,1,64,0,64,8.27,3.38,1.11,0.299,72.70%,42.00%,4.13,4.16,0.3
Pitcher,Victor Vodnik,COL,,,,,,,,,,,,,,,,,,,,3,3,23,64,0,64,8.85,4.26,1.03,0.319,72.00%,48.20%,4.4,4.18,0.3
Pitcher,Noah Schultz,CHW,,,,,,,,,,,,,,,,,,,,1,2,0,5,5,27.2,7.3,3.94,1.16,0.297,72.30%,46.10%,4.42,4.67,0.3
Pitcher,Tyler Rogers,TOR,,,,,,,,,,,,,,,,,,,,4,4,2,74,0,74,6.22,2.07,1,0.303,71.30%,51.10%,3.99,4.02,0.3
Pitcher,Bennett Sousa,HOU,,,,,,,,,,,,,,,,,,,,2,1,0,30,0,30,9.87,3.28,1.06,0.293,74.90%,41.40%,3.6,3.67,0.3
Pitcher,Jason Alexander,HOU,,,,,,,,,,,,,,,,,,,,2,3,0,21,5,43.1,6.87,2.82,1.2,0.302,71.20%,48.70%,4.37,4.41,0.3
Pitcher,Cooper Criswell,SEA,,,,,,,,,,,,,,,,,,,,4,4,0,57,3,72,7.48,2.49,1.03,0.295,72.70%,47.80%,3.81,3.96,0.3
Pitcher,Ryan Gusto,MIA,,,,,,,,,,,,,,,,,,,,2,3,0,31,3,45.2,7.7,2.89,1.29,0.292,71.60%,38.70%,4.34,4.38,0.2
