POS,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
Batter,Matt Shaw,CHC,58,222,7,27,26,8,9.40%,19.40%,0.164,0.277,0.244,0.321,0.408,0.319,106,0.5,1.9,-3.3,0.6,,,,,,,,,,,,,,,
Batter,Javier Sanoja,MIA,55,215,4,23,22,5,6.20%,11.00%,0.131,0.281,0.263,0.313,0.394,0.308,95,0.1,-1.1,-0.1,0.6,,,,,,,,,,,,,,,
Batter,Dominic Canzone,SEA,83,329,13,37,42,3,7.70%,23.20%,0.18,0.287,0.247,0.308,0.427,0.317,109,-0.6,3,-8.4,0.6,,,,,,,,,,,,,,,
Batter,José Fermín,STL,42,169,3,19,16,6,11.50%,13.00%,0.124,0.27,0.247,0.345,0.372,0.32,107,0.1,1.4,-1.2,0.6,,,,,,,,,,,,,,,
Batter,Victor Robles,SEA,62,263,4,30,23,13,6.70%,21.80%,0.112,0.304,0.245,0.309,0.357,0.295,94,0.8,-1,-2.4,0.6,,,,,,,,,,,,,,,
Batter,George Valera,CLE,73,308,12,36,36,2,10.30%,27.70%,0.178,0.283,0.227,0.31,0.405,0.312,101,-0.4,-0.1,-4.8,0.6,,,,,,,,,,,,,,,
Batter,Jake Fraley,TBR,80,333,9,37,37,10,9.20%,20.70%,0.142,0.293,0.248,0.323,0.391,0.313,99,-0.1,-0.3,-5.5,0.6,,,,,,,,,,,,,,,
Batter,Austin Hedges,CLE,29,110,3,10,10,2,7.60%,27.10%,0.119,0.247,0.195,0.264,0.314,0.257,63,-0.1,-4.9,2.6,0.6,,,,,,,,,,,,,,,
Batter,Jake McCarthy,COL,72,319,6,40,30,12,7.00%,16.70%,0.137,0.311,0.271,0.332,0.408,0.323,93,1.2,-1.4,-3.5,0.6,,,,,,,,,,,,,,,
Batter,Joe Mack,MIA,49,197,6,20,21,2,7.40%,27.60%,0.148,0.275,0.217,0.282,0.366,0.284,79,-0.1,-5.1,4.1,0.6,,,,,,,,,,,,,,,
Batter,Wenceel Pérez,DET,67,284,7,31,30,6,8.20%,22.20%,0.153,0.288,0.24,0.306,0.393,0.305,95,0.4,-1.3,-3,0.6,,,,,,,,,,,,,,,
Batter,Yohel Pozo,STL,42,166,5,18,20,1,3.50%,12.90%,0.156,0.28,0.267,0.295,0.423,0.309,99,-0.3,-0.5,0,0.6,,,,,,,,,,,,,,,
Batter,Andrew Benintendi,CHW,106,444,14,48,50,3,8.70%,17.60%,0.155,0.282,0.254,0.322,0.409,0.318,103,-0.9,0.8,-10.7,0.5,,,,,,,,,,,,,,,
Batter,CJ Kayfus,CLE,64,258,8,28,29,3,9.10%,27.10%,0.169,0.305,0.238,0.315,0.407,0.315,103,-0.1,0.8,-4.3,0.5,,,,,,,,,,,,,,,
Batter,David Hamilton,MIL,47,188,5,21,19,16,8.70%,25.40%,0.141,0.27,0.217,0.29,0.359,0.286,82,1.5,-2.5,1.4,0.5,,,,,,,,,,,,,,,
Batter,Carson Benge,NYM,80,308,7,33,32,5,9.40%,22.30%,0.135,0.287,0.235,0.314,0.371,0.301,95,-0.2,-1.8,-3.3,0.5,,,,,,,,,,,,,,,
Batter,Rafael Marchán,PHI,37,146,3,16,15,1,8.70%,17.80%,0.126,0.269,0.235,0.309,0.36,0.296,87,-0.3,-2.5,3.3,0.5,,,,,,,,,,,,,,,
Batter,Edgar Quero,CHW,94,372,9,40,39,1,9.10%,18.10%,0.13,0.299,0.259,0.333,0.389,0.318,104,-1.1,0.5,-3.1,0.5,,,,,,,,,,,,,,,
Batter,Javier Báez,DET,77,293,8,30,31,5,3.90%,23.30%,0.138,0.287,0.238,0.276,0.376,0.282,79,0.4,-6.9,2,0.5,,,,,,,,,,,,,,,
Batter,Gavin Sheets,SDP,95,396,13,43,46,2,8.20%,20.60%,0.161,0.28,0.244,0.31,0.405,0.311,102,-1.1,0,-8.1,0.5,,,,,,,,,,,,,,,
Batter,Leo Rivas,SEA,39,151,2,16,12,5,14.40%,25.70%,0.091,0.289,0.214,0.334,0.305,0.294,94,0.1,-1,0.8,0.5,,,,,,,,,,,,,,,
Batter,Darell Hernaiz,ATH,36,144,2,15,14,3,7.90%,14.40%,0.109,0.298,0.264,0.326,0.374,0.308,94,-0.1,-1.1,1.2,0.5,,,,,,,,,,,,,,,
Batter,Luke Raley,SEA,73,299,11,33,34,4,7.30%,30.40%,0.169,0.293,0.224,0.304,0.393,0.306,102,-0.4,0.3,-5.5,0.5,,,,,,,,,,,,,,,
Batter,Nathan Church,STL,48,193,4,19,20,4,6.60%,14.70%,0.118,0.289,0.259,0.315,0.377,0.304,96,0,-1,-0.4,0.5,,,,,,,,,,,,,,,
Batter,Blaze Alexander,BAL,55,212,5,23,21,4,8.50%,30.30%,0.135,0.313,0.227,0.306,0.362,0.296,90,0.1,-2.5,0.2,0.5,,,,,,,,,,,,,,,
Batter,Casey Schmitt,SFG,52,213,6,22,24,1,6.80%,23.00%,0.151,0.287,0.24,0.299,0.391,0.3,94,-0.3,-1.9,-0.3,0.5,,,,,,,,,,,,,,,
Batter,Cody Freeman,TEX,40,164,4,18,18,2,6.00%,14.90%,0.143,0.272,0.252,0.3,0.395,0.302,94,-0.1,-1.3,0.6,0.5,,,,,,,,,,,,,,,
Batter,Mauricio Dubón,ATL,89,343,6,36,35,3,5.10%,12.70%,0.112,0.287,0.263,0.303,0.375,0.296,88,-0.3,-5.1,-1.4,0.5,,,,,,,,,,,,,,,
Batter,Michael Massey,KCR,53,220,6,24,26,2,4.90%,17.80%,0.151,0.285,0.255,0.296,0.405,0.303,90,-0.2,-2.6,-0.1,0.5,,,,,,,,,,,,,,,
Batter,Kyle Karros,COL,49,195,4,21,20,2,8.70%,22.60%,0.131,0.33,0.263,0.334,0.394,0.319,91,-0.3,-2.4,0.8,0.5,,,,,,,,,,,,,,,
Batter,Edmundo Sosa,PHI,55,222,6,24,25,2,4.20%,22.70%,0.152,0.299,0.25,0.292,0.402,0.3,90,0.2,-2.5,-0.1,0.5,,,,,,,,,,,,,,,
Batter,Miguel Andujar,SDP,67,269,7,30,32,1,5.80%,15.50%,0.144,0.304,0.276,0.321,0.42,0.321,109,-0.5,2.3,-6.5,0.5,,,,,,,,,,,,,,,
Batter,Paul Goldschmidt,NYY,82,356,11,42,41,4,8.50%,22.60%,0.155,0.307,0.255,0.322,0.409,0.317,104,-0.9,0.7,-8.2,0.5,,,,,,,,,,,,,,,
Batter,Coby Mayo,BAL,43,170,6,19,21,1,9.20%,27.10%,0.187,0.286,0.232,0.309,0.419,0.316,104,-0.1,0.7,-1.8,0.5,,,,,,,,,,,,,,,
Batter,Tyler Freeman,COL,60,259,4,32,24,10,7.80%,13.20%,0.119,0.308,0.277,0.351,0.397,0.33,98,0.4,-0.2,-3.8,0.5,,,,,,,,,,,,,,,
Batter,Jeremiah Jackson,BAL,44,188,6,22,22,3,4.90%,22.60%,0.16,0.29,0.246,0.287,0.406,0.299,92,-0.1,-1.8,0,0.5,,,,,,,,,,,,,,,
Batter,Ryan Ritter,COL,54,207,5,23,22,3,7.40%,25.50%,0.147,0.316,0.247,0.313,0.394,0.309,84,0,-4,1.6,0.5,,,,,,,,,,,,,,,
Batter,Ezequiel Duran,TEX,55,222,5,24,23,6,5.00%,23.70%,0.136,0.306,0.248,0.292,0.383,0.294,88,-0.1,-3.1,0.1,0.5,,,,,,,,,,,,,,,
Batter,Moisés Ballesteros,CHC,71,283,7,30,32,2,8.20%,17.30%,0.142,0.303,0.266,0.33,0.408,0.322,108,-0.5,2.1,-7,0.5,,,,,,,,,,,,,,,
Batter,Matt Vierling,DET,69,301,7,33,30,3,8.00%,23.50%,0.13,0.302,0.242,0.309,0.373,0.3,91,0,-3.3,-2.5,0.5,,,,,,,,,,,,,,,
Batter,Pavin Smith,ARI,87,361,10,40,39,3,12.50%,25.60%,0.154,0.302,0.237,0.335,0.391,0.32,104,-1,0.6,-8.2,0.4,,,,,,,,,,,,,,,
Batter,Alan Roden,MIN,45,180,4,20,19,3,9.00%,18.80%,0.137,0.299,0.255,0.335,0.392,0.32,104,-0.1,0.8,-2.6,0.4,,,,,,,,,,,,,,,
Batter,Jesse Winker,,50,210,6,25,23,3,13.40%,22.10%,0.154,0.297,0.244,0.355,0.398,0.333,113,-0.9,2.4,-5.2,0.4,,,,,,,,,,,,,,,
Batter,Angel Martínez,CLE,55,240,6,27,24,4,6.30%,20.70%,0.139,0.281,0.239,0.293,0.377,0.293,88,0.2,-3.3,-0.6,0.4,,,,,,,,,,,,,,,
Batter,Tyler Heineman,TOR,25,99,2,10,9,1,8.70%,22.00%,0.105,0.279,0.225,0.305,0.331,0.285,81,-0.2,-2.4,2.1,0.4,,,,,,,,,,,,,,,
Batter,Rob Refsnyder,SEA,46,198,6,23,22,2,10.30%,27.20%,0.161,0.308,0.24,0.326,0.4,0.318,110,-0.3,2,-4.5,0.4,,,,,,,,,,,,,,,
Batter,Juan Brito,CLE,33,135,3,15,13,2,10.60%,20.00%,0.136,0.271,0.23,0.318,0.366,0.302,94,-0.1,-1,0.6,0.4,,,,,,,,,,,,,,,
Batter,Christian Vázquez,HOU,31,120,3,12,12,1,6.20%,20.80%,0.114,0.268,0.226,0.28,0.34,0.273,73,-0.4,-4.2,2.6,0.4,,,,,,,,,,,,,,,
Batter,Endy Rodríguez,PIT,27,109,3,12,12,1,8.60%,20.80%,0.145,0.292,0.245,0.314,0.39,0.309,95,-0.1,-0.7,0.9,0.4,,,,,,,,,,,,,,,
Batter,Alex Call,LAD,36,152,4,18,16,2,11.80%,19.70%,0.141,0.277,0.237,0.336,0.378,0.317,103,-0.2,0.4,-1.4,0.4,,,,,,,,,,,,,,,
Batter,James McCann,ARI,46,181,5,19,20,1,5.50%,25.40%,0.146,0.301,0.242,0.291,0.388,0.295,87,-0.5,-3.3,2.9,0.4,,,,,,,,,,,,,,,
Batter,Leo Jiménez,TOR,30,120,3,13,12,1,8.30%,21.80%,0.124,0.286,0.235,0.318,0.359,0.302,93,-0.2,-1.2,1.1,0.4,,,,,,,,,,,,,,,
Batter,Miguel Rojas,LAD,32,127,3,14,14,2,6.30%,13.80%,0.119,0.282,0.257,0.31,0.376,0.3,92,-0.1,-1.3,1.1,0.4,,,,,,,,,,,,,,,
Batter,Sam Haggerty,TEX,47,203,3,24,19,9,8.30%,21.90%,0.122,0.311,0.251,0.319,0.373,0.304,96,0.6,-0.4,-2.6,0.4,,,,,,,,,,,,,,,
Batter,Vaughn Grissom,LAA,32,130,3,13,13,2,7.90%,20.20%,0.12,0.297,0.248,0.315,0.368,0.302,91,0,-1.3,0.8,0.4,,,,,,,,,,,,,,,
Batter,Jake Mangum,PIT,61,252,3,25,24,10,4.90%,17.30%,0.098,0.329,0.278,0.318,0.377,0.304,92,0.3,-2,-2.5,0.4,,,,,,,,,,,,,,,
Batter,Ben Williamson,TBR,54,210,2,21,19,4,7.10%,20.80%,0.098,0.322,0.259,0.317,0.357,0.298,89,-0.1,-2.9,-0.5,0.4,,,,,,,,,,,,,,,
Batter,Travis Bazzana,CLE,45,181,4,18,16,3,11.00%,28.10%,0.123,0.29,0.215,0.308,0.338,0.29,85,-0.1,-3.2,0.7,0.4,,,,,,,,,,,,,,,
Batter,Jordan Beck,COL,105,439,13,50,49,14,8.00%,27.60%,0.166,0.323,0.249,0.313,0.415,0.316,89,0.5,-5.5,-5.4,0.4,,,,,,,,,,,,,,,
Batter,Lenyn Sosa,CHW,85,346,13,36,42,2,4.20%,22.20%,0.163,0.293,0.253,0.288,0.416,0.303,93,-0.4,-3.1,-5,0.4,,,,,,,,,,,,,,,
Batter,Richie Palacios,TBR,52,216,4,22,19,6,11.10%,20.10%,0.118,0.283,0.235,0.327,0.353,0.303,93,0.2,-1.7,-2,0.4,,,,,,,,,,,,,,,
Batter,Connor Wong,BOS,57,230,5,24,24,4,6.90%,24.80%,0.132,0.305,0.241,0.301,0.373,0.295,84,-0.3,-4.7,3.4,0.4,,,,,,,,,,,,,,,
Batter,José Tena,WSN,49,199,4,20,19,6,7.10%,24.80%,0.122,0.317,0.247,0.304,0.369,0.296,88,0,-2.8,-0.2,0.4,,,,,,,,,,,,,,,
Batter,Alex Freeland,LAD,36,135,3,16,14,3,11.30%,26.10%,0.14,0.284,0.222,0.316,0.362,0.301,93,0.1,-1.1,0.2,0.4,,,,,,,,,,,,,,,
Batter,Gary Sánchez,MIL,37,153,7,17,19,0,8.20%,27.50%,0.191,0.26,0.218,0.295,0.409,0.307,96,-0.4,-1.1,0.8,0.4,,,,,,,,,,,,,,,
Batter,Mickey Moniak,COL,93,394,17,48,55,7,5.00%,24.80%,0.206,0.306,0.258,0.3,0.464,0.326,95,-0.3,-2.6,-7,0.4,,,,,,,,,,,,,,,
Batter,Leody Taveras,BAL,30,119,3,14,13,5,7.30%,20.90%,0.142,0.289,0.245,0.302,0.387,0.3,93,0.3,-0.7,0.1,0.4,,,,,,,,,,,,,,,
Batter,Austin Hays,CHW,88,368,11,39,43,4,6.70%,25.10%,0.163,0.297,0.241,0.298,0.404,0.304,94,-0.3,-3.1,-6.1,0.4,,,,,,,,,,,,,,,
Batter,Rhys Hoskins,CLE,77,323,13,37,39,2,10.70%,27.50%,0.186,0.276,0.224,0.316,0.411,0.317,104,-1.1,0.4,-8.1,0.4,,,,,,,,,,,,,,,
Batter,Jonny DeLuca,TBR,66,271,8,29,29,8,7.30%,21.60%,0.156,0.268,0.229,0.293,0.385,0.295,87,0.4,-3.8,-2.1,0.4,,,,,,,,,,,,,,,
Batter,Austin Wynns,ATH,27,107,3,11,11,1,6.80%,28.10%,0.14,0.3,0.231,0.29,0.371,0.289,81,-0.2,-2.6,2.8,0.4,,,,,,,,,,,,,,,
Batter,Triston Casas,BOS,35,145,6,18,19,1,12.40%,25.50%,0.202,0.29,0.241,0.34,0.443,0.337,113,-0.4,1.8,-3.3,0.4,,,,,,,,,,,,,,,
Batter,Mitch Garver,SEA,27,110,4,12,12,1,10.80%,28.60%,0.168,0.26,0.207,0.301,0.375,0.298,96,-0.4,-0.9,1.6,0.3,,,,,,,,,,,,,,,
Batter,James Outman,MIN,45,178,6,20,19,3,10.10%,33.90%,0.168,0.3,0.213,0.302,0.38,0.299,90,0.1,-2,-0.8,0.3,,,,,,,,,,,,,,,
Batter,Zack Gelof,ATH,41,164,6,18,18,5,8.40%,32.20%,0.165,0.3,0.222,0.291,0.387,0.296,86,0.3,-2.4,0.1,0.3,,,,,,,,,,,,,,,
Batter,Jimmy Crooks,STL,29,118,3,12,12,0,6.90%,26.20%,0.131,0.302,0.236,0.294,0.366,0.289,86,-0.2,-2.1,1.9,0.3,,,,,,,,,,,,,,,
Batter,Kody Clemens,MIN,51,209,8,24,26,2,7.10%,24.10%,0.191,0.269,0.232,0.293,0.423,0.309,96,0,-0.9,-3,0.3,,,,,,,,,,,,,,,
Batter,Blake Perkins,MIL,40,161,3,17,15,5,10.50%,26.90%,0.121,0.297,0.224,0.309,0.346,0.292,86,0.3,-2.4,0.3,0.3,,,,,,,,,,,,,,,
Batter,Oswald Peraza,LAA,56,223,6,24,23,7,7.50%,26.10%,0.139,0.28,0.224,0.291,0.363,0.288,82,0.3,-4.5,0,0.3,,,,,,,,,,,,,,,
Batter,Jasson Domínguez,NYY,26,105,3,13,12,5,9.70%,25.00%,0.158,0.312,0.251,0.327,0.408,0.321,107,0.2,1.1,-1.5,0.3,,,,,,,,,,,,,,,
Batter,Will Benson,CIN,71,282,10,32,33,7,10.80%,31.10%,0.183,0.294,0.221,0.309,0.404,0.311,94,-0.4,-2.4,-3.9,0.3,,,,,,,,,,,,,,,
Batter,Nick Loftin,KCR,31,124,3,14,13,2,10.10%,15.90%,0.131,0.278,0.248,0.331,0.379,0.314,98,-0.1,-0.4,-0.7,0.3,,,,,,,,,,,,,,,
Batter,Travis d'Arnaud,LAA,43,173,6,17,19,1,6.30%,28.50%,0.156,0.274,0.216,0.274,0.372,0.282,78,-0.5,-5,2.6,0.3,,,,,,,,,,,,,,,
Batter,Esteury Ruiz,MIA,26,107,2,13,11,8,8.20%,22.70%,0.135,0.302,0.244,0.318,0.378,0.307,95,0.6,-0.1,-0.5,0.3,,,,,,,,,,,,,,,
Batter,Nathaniel Lowe,CIN,58,247,8,28,29,1,11.10%,24.50%,0.163,0.299,0.245,0.332,0.408,0.324,102,-0.8,-0.1,-5.2,0.3,,,,,,,,,,,,,,,
Batter,Masataka Yoshida,BOS,40,169,5,20,20,1,6.70%,13.90%,0.151,0.302,0.279,0.337,0.43,0.334,111,-0.4,1.7,-4.6,0.3,,,,,,,,,,,,,,,
Batter,Nick Yorke,PIT,36,143,3,15,14,3,7.10%,21.70%,0.117,0.314,0.255,0.312,0.372,0.3,89,0,-1.8,0,0.3,,,,,,,,,,,,,,,
Batter,Nick Allen,HOU,34,129,1,13,11,3,8.00%,19.80%,0.087,0.287,0.235,0.3,0.322,0.278,77,0.1,-3.5,1.9,0.3,,,,,,,,,,,,,,,
Batter,Colby Thomas,ATH,36,151,6,17,19,2,5.60%,30.00%,0.183,0.309,0.239,0.29,0.421,0.307,93,-0.1,-1.3,-1.1,0.3,,,,,,,,,,,,,,,
Batter,Jake Bauers,MIL,60,244,9,28,28,6,12.10%,30.30%,0.176,0.28,0.214,0.315,0.391,0.31,99,-0.4,-0.7,-4.6,0.3,,,,,,,,,,,,,,,
Batter,Dane Myers,CIN,50,201,5,22,21,7,7.20%,25.70%,0.131,0.31,0.244,0.306,0.375,0.299,86,0.2,-3.2,-0.7,0.3,,,,,,,,,,,,,,,
Batter,Orlando Arcia,MIN,30,119,3,12,13,1,7.10%,20.90%,0.138,0.272,0.233,0.291,0.371,0.289,83,-0.1,-2.5,1.1,0.3,,,,,,,,,,,,,,,
Batter,Ryan Waldschmidt,ARI,26,104,2,12,10,2,11.30%,22.30%,0.131,0.307,0.247,0.341,0.378,0.32,103,0,0.4,-1.2,0.3,,,,,,,,,,,,,,,
Batter,Starling Marte,KCR,46,195,5,22,21,5,6.30%,21.00%,0.135,0.326,0.271,0.327,0.405,0.32,102,0,0.4,-4.5,0.3,,,,,,,,,,,,,,,
Batter,Ryan Bliss,SEA,28,112,3,12,11,6,8.40%,26.30%,0.135,0.282,0.22,0.293,0.355,0.286,88,0.2,-1.3,0.1,0.3,,,,,,,,,,,,,,,
Batter,Jonah Heim,ATL,26,105,3,11,12,1,7.40%,19.80%,0.141,0.261,0.23,0.29,0.371,0.289,83,-0.3,-2.4,1.7,0.3,,,,,,,,,,,,,,,
Batter,Zach Cole,HOU,61,246,8,27,27,6,8.30%,37.70%,0.17,0.32,0.213,0.286,0.383,0.291,86,0.1,-4.1,-1.8,0.3,,,,,,,,,,,,,,,
Batter,Tyrone Taylor,NYM,53,211,5,23,22,5,5.40%,22.60%,0.143,0.281,0.233,0.286,0.376,0.288,86,0.6,-2.9,-1.6,0.3,,,,,,,,,,,,,,,
Batter,Daniel Susac,SFG,21,85,2,8,9,1,5.60%,27.50%,0.13,0.3,0.231,0.281,0.361,0.281,80,-0.1,-2,1.7,0.3,,,,,,,,,,,,,,,
Batter,Daniel Schneemann,CLE,43,177,4,18,17,3,9.90%,27.50%,0.134,0.282,0.216,0.298,0.35,0.287,84,-0.2,-3.6,0,0.3,,,,,,,,,,,,,,,
Batter,Kristian Campbell,BOS,22,89,2,10,9,1,9.90%,25.60%,0.139,0.322,0.249,0.334,0.388,0.319,100,-0.1,0,-0.5,0.3,,,,,,,,,,,,,,,
Batter,Santiago Espinal,LAD,35,143,2,15,14,2,6.60%,13.70%,0.099,0.287,0.258,0.311,0.356,0.294,88,0,-2.1,-0.2,0.3,,,,,,,,,,,,,,,
Batter,Robert Hassell III,WSN,46,179,4,18,17,4,7.30%,23.50%,0.114,0.304,0.243,0.302,0.357,0.29,84,0.1,-3.3,-0.2,0.3,,,,,,,,,,,,,,,
Batter,Johan Rojas,PHI,28,108,2,12,10,6,5.70%,21.10%,0.11,0.302,0.247,0.295,0.357,0.286,80,0.6,-2,0.9,0.3,,,,,,,,,,,,,,,
Batter,Everson Pereira,CHW,44,177,7,19,20,3,8.00%,32.10%,0.168,0.293,0.22,0.29,0.387,0.296,88,-0.1,-2.5,-1.1,0.3,,,,,,,,,,,,,,,
Batter,Andrés Chaparro,WSN,55,235,8,26,29,1,8.50%,24.00%,0.175,0.28,0.236,0.307,0.411,0.312,99,-0.4,-0.6,-4.7,0.3,,,,,,,,,,,,,,,
Batter,Oswaldo Cabrera,NYY,34,132,4,15,15,2,8.00%,20.20%,0.147,0.281,0.243,0.309,0.39,0.306,97,-0.1,-0.6,-1.5,0.3,,,,,,,,,,,,,,,
Batter,Jett Williams,MIL,29,117,2,12,11,3,10.20%,26.50%,0.13,0.284,0.216,0.303,0.347,0.289,84,0.1,-2.1,0.7,0.3,,,,,,,,,,,,,,,
Batter,Taylor Walls,TBR,51,199,3,20,17,9,10.30%,24.20%,0.112,0.27,0.211,0.295,0.323,0.277,75,0.6,-5.4,1,0.3,,,,,,,,,,,,,,,
Batter,Jesus Rodriguez,SFG,13,52,1,5,5,1,8.80%,17.00%,0.105,0.302,0.258,0.329,0.364,0.306,98,0,-0.2,0.9,0.2,,,,,,,,,,,,,,,
Batter,Randal Grichuk,NYY,28,116,5,14,15,1,6.10%,21.20%,0.185,0.278,0.247,0.3,0.432,0.315,103,-0.1,0.3,-1.8,0.2,,,,,,,,,,,,,,,
Batter,Isiah Kiner-Falefa,BOS,39,153,2,16,14,4,4.80%,16.60%,0.09,0.303,0.259,0.302,0.349,0.287,78,0.4,-3.6,0.8,0.2,,,,,,,,,,,,,,,
Batter,Ronny Mauricio,NYM,29,118,4,14,14,3,6.80%,24.20%,0.164,0.294,0.245,0.301,0.41,0.306,98,0,-0.2,-1.4,0.2,,,,,,,,,,,,,,,
Batter,Andy Ibáñez,ATH,44,188,4,21,19,3,6.90%,20.10%,0.129,0.293,0.247,0.306,0.376,0.299,88,-0.4,-3.2,-1.1,0.2,,,,,,,,,,,,,,,
Batter,Alex Jackson,MIN,14,54,2,6,6,0,7.10%,31.20%,0.169,0.27,0.207,0.272,0.376,0.282,78,0,-1.4,1.1,0.2,,,,,,,,,,,,,,,
Batter,Thairo Estrada,,31,128,3,13,14,2,4.40%,20.30%,0.132,0.286,0.245,0.287,0.377,0.289,83,0,-2.6,0.5,0.2,,,,,,,,,,,,,,,
Batter,Andruw Monasterio,BOS,27,107,2,11,10,3,9.30%,22.70%,0.111,0.309,0.245,0.322,0.356,0.302,88,0,-1.5,-0.1,0.2,,,,,,,,,,,,,,,
Batter,Ryan Mountcastle,BAL,37,156,5,18,20,1,6.20%,25.00%,0.167,0.308,0.253,0.304,0.42,0.313,102,-0.1,0.2,-3.4,0.2,,,,,,,,,,,,,,,
Batter,Curtis Mead,CHW,21,87,2,9,9,1,6.70%,21.10%,0.133,0.3,0.249,0.311,0.382,0.304,94,0,-0.7,-0.2,0.2,,,,,,,,,,,,,,,
Batter,Jahmai Jones,DET,31,134,4,16,14,3,10.70%,25.80%,0.164,0.301,0.237,0.329,0.401,0.321,105,0,0.8,-3.3,0.2,,,,,,,,,,,,,,,
Batter,Luis Matos,SFG,18,73,3,8,9,1,6.20%,14.10%,0.172,0.262,0.252,0.304,0.423,0.314,103,0,0.3,-0.6,0.2,,,,,,,,,,,,,,,
Batter,Justyn-Henry Malloy,TBR,29,123,3,14,12,1,13.30%,29.10%,0.138,0.311,0.226,0.339,0.365,0.316,101,-0.2,0,-2.2,0.2,,,,,,,,,,,,,,,
Batter,Jon Berti,,26,102,2,11,9,5,7.10%,20.20%,0.101,0.309,0.254,0.313,0.355,0.295,87,0.4,-1.1,-0.3,0.2,,,,,,,,,,,,,,,
Batter,Jorbit Vivas,WSN,41,157,2,16,14,3,10.30%,15.40%,0.105,0.268,0.235,0.328,0.34,0.3,91,-0.1,-1.8,-1.4,0.2,,,,,,,,,,,,,,,
Batter,Anthony Santander,TOR,33,141,6,17,19,0,9.40%,23.10%,0.202,0.255,0.229,0.306,0.431,0.318,104,-0.4,0.3,-3.3,0.2,,,,,,,,,,,,,,,
Batter,Hyeseong Kim,LAD,19,76,1,8,7,3,6.00%,19.90%,0.097,0.317,0.262,0.31,0.359,0.294,88,0.2,-0.9,0.3,0.2,,,,,,,,,,,,,,,
Batter,Ty France,SDP,40,167,4,17,18,0,6.00%,18.90%,0.128,0.297,0.255,0.32,0.383,0.31,101,-0.4,-0.1,-3.6,0.2,,,,,,,,,,,,,,,
Batter,Carlos Cortes,ATH,28,111,4,13,13,1,8.90%,21.70%,0.17,0.278,0.24,0.311,0.41,0.314,98,-0.2,-0.4,-1.6,0.2,,,,,,,,,,,,,,,
Batter,Brett Harris,ATH,25,100,2,11,10,1,9.20%,21.70%,0.132,0.28,0.233,0.314,0.366,0.301,89,-0.1,-1.4,-0.2,0.2,,,,,,,,,,,,,,,
Batter,Max Kepler,,29,120,4,13,14,1,8.90%,20.70%,0.163,0.272,0.238,0.312,0.4,0.31,98,-0.3,-0.6,-1.6,0.2,,,,,,,,,,,,,,,
Batter,Carlos Santana,ARI,72,292,8,32,33,3,10.20%,19.10%,0.144,0.267,0.235,0.317,0.379,0.306,94,-1,-2.9,-5,0.2,,,,,,,,,,,,,,,
Batter,Adael Amador,COL,20,78,2,9,8,3,9.80%,17.10%,0.135,0.285,0.25,0.33,0.385,0.316,88,0,-1.1,0.3,0.2,,,,,,,,,,,,,,,
Batter,Nelson Velázquez,STL,32,132,5,15,16,2,8.60%,26.40%,0.183,0.267,0.223,0.295,0.406,0.305,96,0.1,-0.5,-2.2,0.2,,,,,,,,,,,,,,,
Batter,Jacob Melton,TBR,32,127,4,14,13,6,7.70%,26.80%,0.147,0.283,0.223,0.287,0.37,0.288,82,0.4,-2.3,-0.4,0.2,,,,,,,,,,,,,,,
Batter,Dylan Carlson,CHC,26,103,2,11,10,2,10.00%,23.90%,0.135,0.288,0.231,0.317,0.366,0.303,95,0,-0.7,-1.1,0.2,,,,,,,,,,,,,,,
Batter,Sam Antonacci,CHW,13,54,1,6,5,2,9.90%,18.90%,0.095,0.295,0.242,0.336,0.337,0.302,93,0.1,-0.4,0.2,0.2,,,,,,,,,,,,,,,
Batter,Ildemaro Vargas,ARI,22,88,1,9,9,1,5.80%,12.20%,0.115,0.284,0.261,0.308,0.376,0.299,90,-0.1,-1.2,-0.1,0.2,,,,,,,,,,,,,,,
Batter,Jose Iglesias,,26,105,1,10,10,1,5.30%,16.80%,0.097,0.3,0.258,0.306,0.355,0.291,85,-0.2,-2.1,0.2,0.2,,,,,,,,,,,,,,,
Batter,Wander Franco,TBR,6,23,1,3,3,1,8.30%,14.80%,0.179,0.291,0.27,0.336,0.449,0.339,117,0.1,0.5,0.3,0.2,,,,,,,,,,,,,,,
Batter,Luis Urías,ARI,15,58,1,6,6,0,9.90%,18.70%,0.134,0.274,0.237,0.326,0.371,0.31,97,-0.1,-0.3,0,0.2,,,,,,,,,,,,,,,
Batter,Joey Loperfido,HOU,82,342,9,36,37,6,6.80%,28.50%,0.145,0.305,0.232,0.293,0.377,0.292,86,-0.2,-5.7,-4.5,0.2,,,,,,,,,,,,,,,
Batter,Dom Keegan,TBR,19,76,2,7,7,0,7.80%,28.80%,0.126,0.285,0.214,0.281,0.34,0.274,73,-0.1,-2.5,1.6,0.2,,,,,,,,,,,,,,,
Batter,Tim Tawa,ARI,28,110,3,12,12,2,8.00%,25.20%,0.152,0.283,0.229,0.296,0.382,0.297,88,0,-1.6,-0.5,0.2,,,,,,,,,,,,,,,
